created_at,full_text,tweet_url,text_clean,text_StopWord,text_tokens,text_steamindo,polarity,subjectivity,sentiment,Sentiment
Thu Jun 05 03:14:42 +0000 2025,hari ini ke kampus ujian 15 mwnit balik ga berguna bgt dosen liat nilai gw juga ga keliatan gegara kekecilan,https://x.com/undefined/status/1930463262124183772,hari ini ke kampus ujian  mwnit balik ga berguna bgt dosen liat nilai gw juga ga keliatan gegara kekecilan,kampus ujian mwnit berguna dosen liat nilai keliatan gegara kekecilan,"['kampus', 'ujian', 'mwnit', 'berguna', 'dosen', 'liat', 'nilai', 'keliatan', 'gegara', 'kekecilan']",kampus uji mwnit guna dosen liat nilai liat gegara kecil,0.0,0.0,,Negatif
Thu Jun 05 03:14:40 +0000 2025,Aaaa akhirnya kelar juga ujian dari dosen yg sangat skskskksksksk labil enih ,https://x.com/undefined/status/1930463251508465953,aaaa akhirnya kelar juga ujian dari dosen yg sangat skskskksksksk labil enih ,aaaa kelar ujian dosen skskskksksksk labil enih,"['aaaa', 'kelar', 'ujian', 'dosen', 'skskskksksksk', 'labil', 'enih']",aaaa kelar uji dosen skskskksksksk labil enih,0.0,0.0,,Negatif
Thu Jun 05 03:13:17 +0000 2025,@tanyakanrl coba di tracking lagi nder takutnya ketipu. masa ia nyambi dosen di UT tapi belom lulus S2. UT loh ini PTN bukan PTS. https://t.co/8pTO3RSpWR,https://x.com/undefined/status/1930462905427730554, coba di tracking lagi nder takutnya ketipu masa ia nyambi dosen di ut tapi belom lulus s ut loh ini ptn bukan pts ,coba tracking nder takutnya ketipu nyambi dosen ut belom lulus s ut ptn pts,"['coba', 'tracking', 'nder', 'takutnya', 'ketipu', 'nyambi', 'dosen', 'ut', 'belom', 'lulus', 's', 'ut', 'ptn', 'pts']",coba tracking nder takut tipu nyambi dosen ut bom lulus s ut ptn pts,0.0,0.0,,Negatif
Thu Jun 05 03:12:17 +0000 2025,kalo kelas online dirumah suka ketiduran meanwhile nyokap gue malah suka ngedengerin dan ikut nyamber ngmgin materi yang dosen gue omongin,https://x.com/undefined/status/1930462652209476094,kalo kelas online dirumah suka ketiduran meanwhile nyokap gue malah suka ngedengerin dan ikut nyamber ngmgin materi yang dosen gue omongin,kelas online dirumah suka ketiduran meanwhile nyokap suka ngedengerin nyamber ngmgin materi dosen omongin,"['kelas', 'online', 'dirumah', 'suka', 'ketiduran', 'meanwhile', 'nyokap', 'suka', 'ngedengerin', 'nyamber', 'ngmgin', 'materi', 'dosen', 'omongin']",kelas online rumah suka tidur meanwhile nyokap suka ngedengerin nyamber ngmgin materi dosen omongin,0.0,0.0,,Negatif
Thu Jun 05 03:11:37 +0000 2025,gusy klw kuliah tuh tiap naik semester dosen matkulnya ganti gasih? https://t.co/JV0ggDDjl6,https://x.com/undefined/status/1930462483598447038,gusy klw kuliah tuh tiap naik semester dosen matkulnya ganti gasih ,gusy klw kuliah semester dosen matkulnya ganti gasih,"['gusy', 'klw', 'kuliah', 'semester', 'dosen', 'matkulnya', 'ganti', 'gasih']",gusy klw kuliah semester dosen matkulnya ganti gasih,0.0,0.0,,Negatif
Thu Jun 05 03:11:32 +0000 2025,@flowetdairis Itu yang pak dosen kapan ya au nya bakalan di upload ulang? Jujur kangen banget huhuhu,https://x.com/undefined/status/1930462463914586170, itu yang pak dosen kapan ya au nya bakalan di upload ulang jujur kangen banget huhuhu,dosen au upload ulang jujur kangen huhuhu,"['dosen', 'au', 'upload', 'ulang', 'jujur', 'kangen', 'huhuhu']",dosen au upload ulang jujur kangen huhuhu,0.0,0.0,,Negatif
Thu Jun 05 03:10:53 +0000 2025,Aku jawab Ini data saya olah seadanya dulu coba deh konsul ke dosen utama. Soalnya agak meragukan karena hasil gak signifikan. Terus dia dengan entengnya bilang Aduh kok Ibu regu sih? Terus yaudah deh bu gapapa seadanya juga. Eh tolol! Itu kan salah elu juga.,https://x.com/undefined/status/1930462299342671935,aku jawab ini data saya olah seadanya dulu coba deh konsul ke dosen utama soalnya agak meragukan karena hasil gak signifikan terus dia dengan entengnya bilang aduh kok ibu regu sih terus yaudah deh bu gapapa seadanya juga eh tolol itu kan salah elu juga,data olah seadanya coba deh konsul dosen utama meragukan hasil signifikan entengnya aduh regu yaudah deh bu gapapa seadanya eh tolol salah elu,"['data', 'olah', 'seadanya', 'coba', 'deh', 'konsul', 'dosen', 'utama', 'meragukan', 'hasil', 'signifikan', 'entengnya', 'aduh', 'regu', 'yaudah', 'deh', 'bu', 'gapapa', 'seadanya', 'eh', 'tolol', 'salah', 'elu']",data olah ada coba deh konsul dosen utama ragu hasil signifikan enteng aduh regu yaudah deh bu gapapa ada eh tolol salah elu,0.0,0.0,,Negatif
Thu Jun 05 03:10:48 +0000 2025,Ya Allah pengen marah2 di komunitas marah2 tpi takut viral trus tu dosen babi tau hiks nasib nasib,https://x.com/undefined/status/1930462278593511844,ya allah pengen marah di komunitas marah tpi takut viral trus tu dosen babi tau hiks nasib nasib,allah pengen marah komunitas marah takut viral trus tu dosen babi hiks nasib nasib,"['allah', 'pengen', 'marah', 'komunitas', 'marah', 'takut', 'viral', 'trus', 'tu', 'dosen', 'babi', 'hiks', 'nasib', 'nasib']",allah ken marah komunitas marah takut viral trus tu dosen babi hiks nasib nasib,0.0,0.0,,Negatif
Thu Jun 05 03:10:46 +0000 2025,harusnya ada kan ya biar kek misal pak dosen anak saya namanya slamet masih di kampus mboten nggih pak? Slamet belum pulang jam segini... pamitnya mau kuliah.. matur nuwun pak dosen ,https://x.com/undefined/status/1930462273233137727,harusnya ada kan ya biar kek misal pak dosen anak saya namanya slamet masih di kampus mboten nggih pak slamet belum pulang jam segini pamitnya mau kuliah matur nuwun pak dosen ,kek dosen anak namanya slamet kampus mboten nggih slamet pulang jam segini pamitnya kuliah matur nuwun dosen,"['kek', 'dosen', 'anak', 'namanya', 'slamet', 'kampus', 'mboten', 'nggih', 'slamet', 'pulang', 'jam', 'segini', 'pamitnya', 'kuliah', 'matur', 'nuwun', 'dosen']",kek dosen anak nama slamet kampus mboten nggih slamet pulang jam gin pamit kuliah matur nuwun dosen,0.0,0.0,,Negatif
Thu Jun 05 03:10:34 +0000 2025,@ardisatriawan @shinobusshi @madHink Ada dosen yang bisa berpikir kayak begini Dongok,https://x.com/undefined/status/1930462221886542246,   ada dosen yang bisa berpikir kayak begini dongok,dosen berpikir kayak dongok,"['dosen', 'berpikir', 'kayak', 'dongok']",dosen pikir kayak dongok,0.0,0.0,,Negatif
Thu Jun 05 03:09:56 +0000 2025,@yappingfess Tergantung dosen si ada yang hari itu juga kok tp biasanya kalo di aku dl 1 minggu si,https://x.com/undefined/status/1930462061840216485, tergantung dosen si ada yang hari itu juga kok tp biasanya kalo di aku dl  minggu si,tergantung dosen tp dl minggu,"['tergantung', 'dosen', 'tp', 'dl', 'minggu']",gantung dosen tp dl minggu,0.0,0.0,,Negatif
Thu Jun 05 03:09:37 +0000 2025,Dosen monyet,https://x.com/undefined/status/1930461981863227502,dosen monyet,dosen monyet,"['dosen', 'monyet']",dosen monyet,0.0,0.0,,Negatif
Thu Jun 05 03:07:45 +0000 2025,@zhyunks @yappingfess Tergantung kak kadang netep kadang ada dosen yg pengen di ruangan lain yg available pada jam nya,https://x.com/undefined/status/1930461514244469069,  tergantung kak kadang netep kadang ada dosen yg pengen di ruangan lain yg available pada jam nya,tergantung kadang netep kadang dosen pengen ruangan available jam,"['tergantung', 'kadang', 'netep', 'kadang', 'dosen', 'pengen', 'ruangan', 'available', 'jam']",gantung kadang netep kadang dosen ken ruang available jam,0.4,0.4,,Positif
Thu Jun 05 03:07:26 +0000 2025,hoi emangnya dosen unpad kl ngajar pke bhs sunda .,https://x.com/undefined/status/1930461433688690880,hoi emangnya dosen unpad kl ngajar pke bhs sunda ,hoi emangnya dosen unpad kl ngajar pke bhs sunda,"['hoi', 'emangnya', 'dosen', 'unpad', 'kl', 'ngajar', 'pke', 'bhs', 'sunda']",hoi emang dosen unpad kl ngajar pke bhs sunda,0.0,0.0,,Negatif
Thu Jun 05 03:07:26 +0000 2025,@yappingfess tergantung dosen sih kadang ada yang malem itu ada yang beberapa jam kadang ada juga yang 1 minggu,https://x.com/undefined/status/1930461432296157298, tergantung dosen sih kadang ada yang malem itu ada yang beberapa jam kadang ada juga yang  minggu,tergantung dosen kadang malem jam kadang minggu,"['tergantung', 'dosen', 'kadang', 'malem', 'jam', 'kadang', 'minggu']",gantung dosen kadang malem jam kadang minggu,0.0,0.0,,Negatif
Thu Jun 05 03:06:42 +0000 2025,@yappingfess jeda waktu ini bisa kamu pake bebas boleh keluar kampus juga ga kaya sekolah. trs lama waktu oembelajaran bs kurang dr waktu yg ditentukan tergantung dosen aja,https://x.com/undefined/status/1930461247629340874, jeda waktu ini bisa kamu pake bebas boleh keluar kampus juga ga kaya sekolah trs lama waktu oembelajaran bs kurang dr waktu yg ditentukan tergantung dosen aja,jeda pake bebas kampus kaya sekolah trs oembelajaran bs dr ditentukan tergantung dosen,"['jeda', 'pake', 'bebas', 'kampus', 'kaya', 'sekolah', 'trs', 'oembelajaran', 'bs', 'dr', 'ditentukan', 'tergantung', 'dosen']",jeda pake bebas kampus kaya sekolah trs oembelajaran bs dr tentu gantung dosen,0.0,0.0,,Negatif
Thu Jun 05 03:06:03 +0000 2025,momen ketika masuk kelas dosen killer tapi isi perkuliahan daging semua. me: anda nyebelin tapi keren ⭐ https://t.co/PD8RwGwrXf,https://x.com/undefined/status/1930461086572261715,momen ketika masuk kelas dosen killer tapi isi perkuliahan daging semua me anda nyebelin tapi keren  ,momen masuk kelas dosen killer isi perkuliahan daging me nyebelin keren,"['momen', 'masuk', 'kelas', 'dosen', 'killer', 'isi', 'perkuliahan', 'daging', 'me', 'nyebelin', 'keren']",momen masuk kelas dosen killer isi kuliah daging me nyebelin keren,0.0,0.0,,Negatif
Thu Jun 05 03:05:59 +0000 2025,anjir prank gue udh nyampe ke dosen,https://x.com/undefined/status/1930461066133418301,anjir prank gue udh nyampe ke dosen,anjir prank nyampe dosen,"['anjir', 'prank', 'nyampe', 'dosen']",anjir prank nyampe dosen,0.0,0.0,,Negatif
Thu Jun 05 03:05:06 +0000 2025,@jerukhallabong @tanyakanrl dikira konser ni kek dengerin dosen ngajar apa kudu diem2an,https://x.com/undefined/status/1930460846737764555,  dikira konser ni kek dengerin dosen ngajar apa kudu dieman,konser ni kek dengerin dosen ngajar kudu dieman,"['konser', 'ni', 'kek', 'dengerin', 'dosen', 'ngajar', 'kudu', 'dieman']",konser ni kek dengerin dosen ngajar kudu dieman,0.0,0.0,,Negatif
Thu Jun 05 03:04:37 +0000 2025,@yappingfess suka suka dosen hari itu dikumpul ya hari itu jg hehhe,https://x.com/undefined/status/1930460722846413061, suka suka dosen hari itu dikumpul ya hari itu jg hehhe,suka suka dosen dikumpul hehhe,"['suka', 'suka', 'dosen', 'dikumpul', 'hehhe']",suka suka dosen kumpul hehhe,0.0,0.0,,Negatif
Thu Jun 05 03:04:35 +0000 2025,@spidermanstudy TAKUT BGT DEH MAU NYERANG DOSEN APA GIMANA,https://x.com/undefined/status/1930460715602850287, takut bgt deh mau nyerang dosen apa gimana,takut deh nyerang dosen gimana,"['takut', 'deh', 'nyerang', 'dosen', 'gimana']",takut deh nyerang dosen gimana,0.0,0.0,,Negatif
Thu Jun 05 03:03:50 +0000 2025,@yappingfess tergantung dosen,https://x.com/undefined/status/1930460526699802741, tergantung dosen,tergantung dosen,"['tergantung', 'dosen']",gantung dosen,0.0,0.0,,Negatif
Thu Jun 05 03:02:51 +0000 2025,Dosen ak https://t.co/73Qchg4b9E,https://x.com/undefined/status/1930460281320194180,dosen ak ,dosen ak,"['dosen', 'ak']",dosen ak,0.0,0.0,,Negatif
Thu Jun 05 03:01:58 +0000 2025,Seorang WNI haji ilegal yang meninggal di gurun Arab Saudi berstatus dosen Universitas Islam Madura Jawa Timur. #mcinewsid #hajiindonesia https://t.co/MaNAb5H3GO,https://x.com/undefined/status/1930460056245465212,seorang wni haji ilegal yang meninggal di gurun arab saudi berstatus dosen universitas islam madura jawa timur mcinewsid hajiindonesia ,wni haji ilegal meninggal gurun arab saudi berstatus dosen universitas islam madura jawa timur mcinewsid hajiindonesia,"['wni', 'haji', 'ilegal', 'meninggal', 'gurun', 'arab', 'saudi', 'berstatus', 'dosen', 'universitas', 'islam', 'madura', 'jawa', 'timur', 'mcinewsid', 'hajiindonesia']",wni haji ilegal tinggal gurun arab saudi status dosen universitas islam madura jawa timur mcinewsid hajiindonesia,0.0,0.0,,Negatif
Thu Jun 05 03:01:22 +0000 2025,Dulu pas S1 kalo aja dosen keluarga gak killer dan penelitian bukan karena biar cpt lulus pasti mau ambil keluarga,https://x.com/undefined/status/1930459906068623804,dulu pas s kalo aja dosen keluarga gak killer dan penelitian bukan karena biar cpt lulus pasti mau ambil keluarga,s dosen keluarga killer penelitian cpt lulus ambil keluarga,"['s', 'dosen', 'keluarga', 'killer', 'penelitian', 'cpt', 'lulus', 'ambil', 'keluarga']",s dosen keluarga killer teliti cpt lulus ambil keluarga,0.0,0.0,,Negatif
Thu Jun 05 03:01:13 +0000 2025,Laporan seucrit tp dosen ngide bgt soft cover?? Yallah duit gue abissss https://t.co/UzHZoJhpDM,https://x.com/undefined/status/1930459866621194471,laporan seucrit tp dosen ngide bgt soft cover yallah duit gue abissss ,laporan seucrit tp dosen ngide soft cover yallah duit abissss,"['laporan', 'seucrit', 'tp', 'dosen', 'ngide', 'soft', 'cover', 'yallah', 'duit', 'abissss']",lapor seucrit tp dosen ngide soft cover yallah duit abissss,0.1,0.35,,Positif
Thu Jun 05 03:00:17 +0000 2025,bener kata pinul emg dosen gaada adat nih yg ngadain kelas f2f deket2 hari raya,https://x.com/undefined/status/1930459631958081590,bener kata pinul emg dosen gaada adat nih yg ngadain kelas ff deket hari raya,bener pinul emg dosen gaada adat ngadain kelas ff deket raya,"['bener', 'pinul', 'emg', 'dosen', 'gaada', 'adat', 'ngadain', 'kelas', 'ff', 'deket', 'raya']",bener pul emg dosen gaada adat ngadain kelas ff deket raya,0.0,0.0,,Negatif
Thu Jun 05 02:58:23 +0000 2025,Sumpah benci kali sama dosen yg suka minta Makanan/barang sama mahasiswa amit-amit dapet dospem kaya gtu ya allah,https://x.com/undefined/status/1930459156814672163,sumpah benci kali sama dosen yg suka minta makananbarang sama mahasiswa amitamit dapet dospem kaya gtu ya allah,sumpah benci kali dosen suka makananbarang mahasiswa amitamit dapet dospem kaya allah,"['sumpah', 'benci', 'kali', 'dosen', 'suka', 'makananbarang', 'mahasiswa', 'amitamit', 'dapet', 'dospem', 'kaya', 'allah']",sumpah benci kali dosen suka makananbarang mahasiswa amitamit dapet dospem kaya allah,0.0,0.0,,Negatif
Thu Jun 05 02:57:58 +0000 2025,w hri ini bolos kelas kn trnyt kt dosen ku hri ini ad 2 pertemuan jd yg egk hdir hri ini d anggap 2 absen untung bgt jatah absen gue msih blum kepake sial bgt,https://x.com/undefined/status/1930459051634372753,w hri ini bolos kelas kn trnyt kt dosen ku hri ini ad  pertemuan jd yg egk hdir hri ini d anggap  absen untung bgt jatah absen gue msih blum kepake sial bgt,w hri bolos kelas kn trnyt kt dosen hri ad pertemuan egk hdir hri d anggap absen untung jatah absen msih blum kepake sial,"['w', 'hri', 'bolos', 'kelas', 'kn', 'trnyt', 'kt', 'dosen', 'hri', 'ad', 'pertemuan', 'egk', 'hdir', 'hri', 'd', 'anggap', 'absen', 'untung', 'jatah', 'absen', 'msih', 'blum', 'kepake', 'sial']",w hri bolos kelas kn trnyt kt dosen hri ad temu egk hdir hri d anggap absen untung jatah absen msih blum kepake sial,0.0,0.0,,Negatif
Thu Jun 05 02:57:39 +0000 2025,fak di teams cmn bertiga sama dosen sama pp,https://x.com/undefined/status/1930458971103715439,fak di teams cmn bertiga sama dosen sama pp,fak teams cmn bertiga dosen pp,"['fak', 'teams', 'cmn', 'bertiga', 'dosen', 'pp']",fak teams cmn tiga dosen pp,0.0,0.0,,Negatif
Thu Jun 05 02:57:32 +0000 2025,@DaveLuty I knew about Sonic but i don't recall ever seeing Donkey Kong. Either its new or i guess Australia dosen't have it,https://x.com/undefined/status/1930458941026381950, i knew about sonic but i dont recall ever seeing donkey kong either its new or i guess australia dosent have it,i knew about sonic but i dont recall ever seeing donkey kong either its new or i guess australia dosent have it,"['i', 'knew', 'about', 'sonic', 'but', 'i', 'dont', 'recall', 'ever', 'seeing', 'donkey', 'kong', 'either', 'its', 'new', 'or', 'i', 'guess', 'australia', 'dosent', 'have', 'it']",i knew about sonic but i dont recall ever seeing donkey kong either its new or i guess australia dosent have it,0.13636363636363635,0.45454545454545453,,Positif
Thu Jun 05 02:57:30 +0000 2025,aduh anying dosen lieur,https://x.com/undefined/status/1930458931610169786,aduh anying dosen lieur,aduh anying dosen lieur,"['aduh', 'anying', 'dosen', 'lieur']",aduh anying dosen lieur,0.0,0.0,,Negatif
Thu Jun 05 02:56:00 +0000 2025,even dosen gua pun mengerti kalo kmrn itu harusnya kita bisa lolos dan pon itu ga boleh main anjay diancurin gini sistemnya,https://x.com/undefined/status/1930458557096570939,even dosen gua pun mengerti kalo kmrn itu harusnya kita bisa lolos dan pon itu ga boleh main anjay diancurin gini sistemnya,even dosen gua mengerti kmrn lolos pon main anjay diancurin gini sistemnya,"['even', 'dosen', 'gua', 'mengerti', 'kmrn', 'lolos', 'pon', 'main', 'anjay', 'diancurin', 'gini', 'sistemnya']",even dosen gua erti kmrn lolos pon main anjay diancurin gin sistem,0.16666666666666666,0.3333333333333333,,Positif
Thu Jun 05 02:55:02 +0000 2025,@ardisatriawan @shinobusshi Dosen ga berati kamu menguasai semua bidang pak,https://x.com/undefined/status/1930458311440380068,  dosen ga berati kamu menguasai semua bidang pak,dosen berati menguasai bidang,"['dosen', 'berati', 'menguasai', 'bidang']",dosen berat kuasa bidang,0.0,0.0,,Negatif
Thu Jun 05 02:54:30 +0000 2025,@tanyakanrl Kata dosen anak2 emang butuh menyalurkan energinya ke motorik paling bantu diarahkan supaya aktivitas yg dilakuin gak merugikan/membahayakan org lain &amp; dirinya sendiri. Makanya playground tuh isinya lebih banyak games. Penting jg kurangi gula biar gak sugar rush,https://x.com/undefined/status/1930458178875207905, kata dosen anak emang butuh menyalurkan energinya ke motorik paling bantu diarahkan supaya aktivitas yg dilakuin gak merugikanmembahayakan org lain amp dirinya sendiri makanya playground tuh isinya lebih banyak games penting jg kurangi gula biar gak sugar rush,dosen anak emang butuh menyalurkan energinya motorik bantu diarahkan aktivitas dilakuin merugikanmembahayakan org playground isinya games kurangi gula sugar rush,"['dosen', 'anak', 'emang', 'butuh', 'menyalurkan', 'energinya', 'motorik', 'bantu', 'diarahkan', 'aktivitas', 'dilakuin', 'merugikanmembahayakan', 'org', 'playground', 'isinya', 'games', 'kurangi', 'gula', 'sugar', 'rush']",dosen anak emang butuh salur energi motorik bantu arah aktivitas dilakuin merugikanmembahayakan org playground isi games kurang gula sugar rush,0.0,0.0,,Negatif
Thu Jun 05 02:53:28 +0000 2025,mengisi waktu luang uji sterilitas main abcd 5 dasar versi nama dosen ff,https://x.com/undefined/status/1930457918916440200,mengisi waktu luang uji sterilitas main abcd  dasar versi nama dosen ff,mengisi luang uji sterilitas main abcd dasar versi nama dosen ff,"['mengisi', 'luang', 'uji', 'sterilitas', 'main', 'abcd', 'dasar', 'versi', 'nama', 'dosen', 'ff']",isi luang uji sterilitas main abcd dasar versi nama dosen ff,0.16666666666666666,0.3333333333333333,,Positif
Thu Jun 05 02:53:09 +0000 2025,anak kelas c sama anak kelas gw hbis berantem sm dosen akuntansi itu,https://x.com/undefined/status/1930457838578741670,anak kelas c sama anak kelas gw hbis berantem sm dosen akuntansi itu,anak kelas c anak kelas hbis berantem sm dosen akuntansi,"['anak', 'kelas', 'c', 'anak', 'kelas', 'hbis', 'berantem', 'sm', 'dosen', 'akuntansi']",anak kelas c anak kelas hbis antem sm dosen akuntansi,0.0,0.0,,Negatif
Thu Jun 05 02:52:54 +0000 2025,@hermosavidanour emg ada dosen yg nyebelin anjir kmu liat ngga dosenmu lulusan s1 apa s2 biasanya yg bawel tuh lulusan s1 bahkan ga betittle samsek,https://x.com/undefined/status/1930457773848047699, emg ada dosen yg nyebelin anjir kmu liat ngga dosenmu lulusan s apa s biasanya yg bawel tuh lulusan s bahkan ga betittle samsek,emg dosen nyebelin anjir kmu liat dosenmu lulusan s s bawel lulusan s betittle samsek,"['emg', 'dosen', 'nyebelin', 'anjir', 'kmu', 'liat', 'dosenmu', 'lulusan', 's', 's', 'bawel', 'lulusan', 's', 'betittle', 'samsek']",emg dosen nyebelin anjir kmu liat dosen lulus s s bawel lulus s betittle samsek,0.0,0.0,,Negatif
Thu Jun 05 02:50:24 +0000 2025,my dosen just 'name 3 songs'd me im trembling,https://x.com/undefined/status/1930457145906212922,my dosen just name  songsd me im trembling,my dosen just name songsd me im trembling,"['my', 'dosen', 'just', 'name', 'songsd', 'me', 'im', 'trembling']",my dosen just name songsd me im trembling,0.0,0.0,,Negatif
Thu Jun 05 02:49:45 +0000 2025,paling benci kl chat sm dosen mau ga mau harus ngetik kata izin mohon . Warisan militer qintil,https://x.com/undefined/status/1930456983230132415,paling benci kl chat sm dosen mau ga mau harus ngetik kata izin mohon  warisan militer qintil,benci kl chat sm dosen ngetik izin mohon warisan militer qintil,"['benci', 'kl', 'chat', 'sm', 'dosen', 'ngetik', 'izin', 'mohon', 'warisan', 'militer', 'qintil']",benci kl chat sm dosen ngetik izin mohon waris militer qintil,0.0,0.0,,Negatif
Thu Jun 05 02:48:08 +0000 2025,bsbsnya salah kirim chat ke dosen anjai anjai,https://x.com/undefined/status/1930456576135180776,bsbsnya salah kirim chat ke dosen anjai anjai,bsbsnya salah kirim chat dosen anjai anjai,"['bsbsnya', 'salah', 'kirim', 'chat', 'dosen', 'anjai', 'anjai']",bsbsnya salah kirim chat dosen anja anja,0.0,0.0,,Negatif
Thu Jun 05 02:47:49 +0000 2025,@oliegarkid @yappingfess wkwkwk awal kuliah perkenalan dengan dosen gini mulu ya,https://x.com/undefined/status/1930456494123651356,  wkwkwk awal kuliah perkenalan dengan dosen gini mulu ya,wkwkwk kuliah perkenalan dosen gini,"['wkwkwk', 'kuliah', 'perkenalan', 'dosen', 'gini']",wkwkwk kuliah kenal dosen gin,0.0,0.0,,Negatif
Thu Jun 05 02:47:40 +0000 2025,IH MEMEKKKKEZGAZ SEBEL GW DOSEN GBLK,https://x.com/undefined/status/1930456457696424439,ih memekkkkezgaz sebel gw dosen gblk,ih memekkkkezgaz sebel dosen gblk,"['ih', 'memekkkkezgaz', 'sebel', 'dosen', 'gblk']",ih memekkkkezgaz sebel dosen gblk,0.0,0.0,,Negatif
Thu Jun 05 02:47:19 +0000 2025,@yappingfess jawab serius jadwal belajarnya perjam der kelasnya juga tergantung jadwal dosen dan ruangan kalo antar matkul ke satu dan ke dua rentannya 2-3 jam aku sering makan dulu pulang ke kosan atau nongkrong,https://x.com/undefined/status/1930456368491991127, jawab serius jadwal belajarnya perjam der kelasnya juga tergantung jadwal dosen dan ruangan kalo antar matkul ke satu dan ke dua rentannya  jam aku sering makan dulu pulang ke kosan atau nongkrong,serius jadwal belajarnya perjam der kelasnya tergantung jadwal dosen ruangan matkul rentannya jam makan pulang kosan nongkrong,"['serius', 'jadwal', 'belajarnya', 'perjam', 'der', 'kelasnya', 'tergantung', 'jadwal', 'dosen', 'ruangan', 'matkul', 'rentannya', 'jam', 'makan', 'pulang', 'kosan', 'nongkrong']",serius jadwal ajar jam der kelas gantung jadwal dosen ruang matkul rentan jam makan pulang kosan nongkrong,0.0,0.0,,Negatif
Thu Jun 05 02:46:44 +0000 2025,knp ya setiap jawab pertanyaan dari dosen itu gemeteran banget,https://x.com/undefined/status/1930456223167721529,knp ya setiap jawab pertanyaan dari dosen itu gemeteran banget,knp dosen gemeteran,"['knp', 'dosen', 'gemeteran']",knp dosen gemeteran,0.0,0.0,,Negatif
Thu Jun 05 02:46:35 +0000 2025,@roseflowerrr_ Semoga sidang skripsinya lancar dan dipermudah gak dapet banyak revisi semua pertanyaan dari dosen penguji bisa jawab semangat mbak,https://x.com/undefined/status/1930456187910402495, semoga sidang skripsinya lancar dan dipermudah gak dapet banyak revisi semua pertanyaan dari dosen penguji bisa jawab semangat mbak,semoga sidang skripsinya lancar dipermudah dapet revisi dosen penguji semangat mbak,"['semoga', 'sidang', 'skripsinya', 'lancar', 'dipermudah', 'dapet', 'revisi', 'dosen', 'penguji', 'semangat', 'mbak']",moga sidang skripsi lancar mudah dapet revisi dosen uji semangat mbak,0.0,0.0,,Negatif
Thu Jun 05 02:46:11 +0000 2025,guys emang syarat menjadi dosen pembimbing tuh harus punya sifat dzolim ya terhadap mahasiswanya?,https://x.com/undefined/status/1930456086257250676,guys emang syarat menjadi dosen pembimbing tuh harus punya sifat dzolim ya terhadap mahasiswanya,emang syarat dosen pembimbing sifat dzolim mahasiswanya,"['emang', 'syarat', 'dosen', 'pembimbing', 'sifat', 'dzolim', 'mahasiswanya']",emang syarat dosen bimbing sifat dzolim mahasiswa,0.0,0.0,,Negatif
Thu Jun 05 02:45:26 +0000 2025,Dia kalo jadi dosen tipikal dosen ganteng favorit mahasiswa tp mahasiswanya ga ada yang mau dia jadi pembimbing soalnya banyak nanya ,https://x.com/undefined/status/1930455898020819320,dia kalo jadi dosen tipikal dosen ganteng favorit mahasiswa tp mahasiswanya ga ada yang mau dia jadi pembimbing soalnya banyak nanya ,dosen tipikal dosen ganteng favorit mahasiswa tp mahasiswanya pembimbing,"['dosen', 'tipikal', 'dosen', 'ganteng', 'favorit', 'mahasiswa', 'tp', 'mahasiswanya', 'pembimbing']",dosen tipikal dosen ganteng favorit mahasiswa tp mahasiswa bimbing,0.0,0.0,,Negatif
Thu Jun 05 02:45:23 +0000 2025,@TCB61454925 @_johnnymaga MAGA dosen't owe @elonmusk shit,https://x.com/undefined/status/1930455883256930693, johnnymaga maga dosent owe  shit,johnnymaga maga dosent owe shit,"['johnnymaga', 'maga', 'dosent', 'owe', 'shit']",johnnymaga maga dosent owe shit,-0.2,0.8,,Negatif
Thu Jun 05 02:44:59 +0000 2025,ANJIR GW DUDUK DI KURSI DOSEN,https://x.com/undefined/status/1930455782778384518,anjir gw duduk di kursi dosen,anjir duduk kursi dosen,"['anjir', 'duduk', 'kursi', 'dosen']",anjir duduk kursi dosen,0.0,0.0,,Negatif
Thu Jun 05 02:42:16 +0000 2025,@alisyarief @jokowi Itu sdh cukup dengan keterangan para saksi : kampus sbg penerbit ijazah ket dosen atau kajur dan teman2 angakatannya. Makanya sudah menang 2x di pengadilan. Dan ini akan dijadikan yurispudensi pengadilan berikutnya. Simpel dan ada legal standingnya,https://x.com/undefined/status/1930455101061427549,  itu sdh cukup dengan keterangan para saksi  kampus sbg penerbit ijazah ket dosen atau kajur dan teman angakatannya makanya sudah menang x di pengadilan dan ini akan dijadikan yurispudensi pengadilan berikutnya simpel dan ada legal standingnya,keterangan saksi kampus sbg penerbit ijazah ket dosen kajur teman angakatannya menang x pengadilan dijadikan yurispudensi pengadilan simpel legal standingnya,"['keterangan', 'saksi', 'kampus', 'sbg', 'penerbit', 'ijazah', 'ket', 'dosen', 'kajur', 'teman', 'angakatannya', 'menang', 'x', 'pengadilan', 'dijadikan', 'yurispudensi', 'pengadilan', 'simpel', 'legal', 'standingnya']",terang saksi kampus sbg terbit ijazah ket dosen kajur teman angakatannya menang x adil jadi yurispudensi adil simpel legal standingnya,0.2,0.2,,Positif
